Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Marital,In_relationship,Cluster,PCA1,PCA2
26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,49,2231,0,0,0,1,0,1,0,0,0,0,54,45,0,Together,1,3,-1.4893714611498752,-0.702753402398455
79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,65,2803,0,0,0,0,1,0,0,1,0,0,1643,1419,3,Widow,0,2,2.3372692801120456,1.293136396261036
61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,59,2447,0,1,0,0,0,0,0,0,1,0,600,589,0,Married,1,0,0.38013818047357134,-0.7531152893989385
53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,65,2202,0,0,0,1,0,0,0,1,0,0,443,413,1,Together,1,3,-0.08505572748177843,-0.7409324847180435
24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,61,2472,0,0,0,1,0,0,0,1,0,0,33,11,0,Together,1,3,-1.6052070871276334,-0.6994212113001161
39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,36,2784,0,0,1,0,0,0,0,0,0,1,64,47,0,Single,0,1,-0.9858344250255822,1.3726140993744316
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,45,2723,0,1,0,0,0,0,0,0,1,0,2066,2046,2,Married,1,0,3.2303462327185835,-0.8194394367843618
69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,55,2390,0,0,1,0,0,0,0,0,1,0,1313,1148,0,Single,0,2,1.5903183555778284,1.3114122695340524
33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,43,2309,0,0,0,1,0,0,0,1,0,0,33,17,0,Together,1,3,-1.2989863631249088,-0.7091463207134665
59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,48,2450,0,1,0,0,0,0,0,0,0,1,382,382,0,Married,1,3,0.04843694156415567,-0.7461787262030193
17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,45,2442,0,0,0,1,0,0,0,0,1,0,39,9,0,Together,1,3,-1.8289695221423183,-0.6922158319012215
23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,51,2770,1,0,0,0,0,0,0,1,0,0,54,41,0,Divorced,0,1,-1.53747370631978,1.3899682976009382
42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,51,2412,0,1,0,0,0,0,0,0,1,0,28,26,0,Married,1,3,-0.997783185895711,-0.7187945980296573
26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,42,2549,0,1,0,0,0,1,0,0,0,0,48,33,0,Married,1,3,-1.518188986940385,-0.7019372223080301
31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,39,2840,0,0,0,1,0,0,0,1,0,0,75,71,0,Together,1,3,-1.3184933694308663,-0.7078336593844231
30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,59,2652,0,0,1,0,0,0,0,1,0,0,38,34,0,Single,0,1,-1.3462761691524503,1.3836320950795609
62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,60,2826,0,0,0,1,0,0,0,1,0,0,720,621,0,Together,1,0,0.5630889116349607,-0.7569451060093313
72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,65,2444,0,0,1,0,0,0,0,1,0,0,1097,1043,0,Single,0,2,1.4267293055954902,1.313042849629223
61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,72,2726,0,1,0,0,0,0,0,0,0,1,545,496,0,Married,1,0,0.3009794712538307,-0.7515090219281748
49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,54,2678,0,0,0,1,0,0,0,0,1,0,115,101,0,Together,1,3,-0.6355869092791318,-0.7288615998594141
21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,34,2706,0,0,1,0,0,0,0,0,1,0,149,85,0,Single,0,1,-1.4891828225047283,1.3900024869234582
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,47,2297,0,0,0,0,1,0,0,1,0,0,63,59,0,Widow,0,1,-0.8932247171798564,1.3696564508786424
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,64,2634,1,0,0,0,0,0,0,1,0,0,27,26,0,Divorced,0,1,-1.4942645293624732,1.3881504439123593
30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,45,2770,0,1,0,0,0,0,1,0,0,0,34,23,0,Married,1,3,-1.3790149359440629,-0.7065882301348497
81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,55,2212,0,1,0,0,0,0,0,1,0,0,1171,1149,1,Married,1,0,1.7482424053961647,-0.7871407066557254
26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,51,2473,0,0,1,0,0,0,0,0,1,0,228,188,0,Single,0,1,-1.2209765933095198,1.3827884393484455
45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,76,2505,0,0,0,0,1,0,0,0,1,0,256,246,0,Widow,0,1,-0.5665771221229378,1.3624677956156337
18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,47,2724,0,1,0,0,0,0,1,0,0,0,22,7,0,Married,1,3,-1.7980499287367384,-0.6934783516321815
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,53,2403,0,1,0,0,0,0,0,1,0,0,35,33,0,Married,1,3,-1.659042530245403,-0.6976784715794435
48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,51,2756,0,0,1,0,0,0,0,0,0,1,841,800,0,Single,0,2,0.26703874660700555,1.3456479736755147
45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,46,2497,0,1,0,0,0,0,0,1,0,0,349,325,0,Married,1,3,-0.47563031125954786,-0.7300797552482795
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,55,2578,0,0,1,0,0,0,0,0,1,0,32,29,0,Single,0,1,-1.1584793701376386,1.3775689301612786
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,2627,0,0,0,0,1,0,0,1,0,0,32,22,0,Widow,0,1,-0.5304140669497345,1.3576225212037412
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,60,2840,0,1,0,0,0,0,0,0,1,0,300,274,0,Married,1,3,-1.0597808487781548,-0.7123366860235667
54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,59,2512,0,1,0,0,0,0,0,0,0,1,389,374,0,Married,1,3,-0.13152561228532827,-0.7403478615950685
31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,49,2509,0,0,1,0,0,0,0,1,0,0,63,31,0,Single,0,1,-1.2623511163154397,1.3813793498778546
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,71,2270,0,0,0,0,1,0,0,1,0,0,904,869,2,Widow,0,2,1.1673976205041137,1.3180936528843172
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,42,2342,0,0,1,0,0,1,0,0,0,0,31,29,0,Single,0,1,-1.1192369225540826,1.3763061455478431
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,65,2550,0,1,0,0,0,1,0,0,0,0,874,767,1,Married,1,0,1.089429242588326,-0.7711193396584678
13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,44,2684,0,1,0,0,0,0,0,1,0,0,30,24,0,Married,1,3,-1.9712038734284951,-0.6878472146782713
84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,45,2550,0,0,1,0,0,0,0,1,0,0,1047,857,0,Single,0,2,1.750910980634567,1.301922151054524
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,60,2805,0,0,0,1,0,0,0,1,0,0,1808,1791,0,Together,1,0,2.186952349710767,-0.7905607272268775
34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,43,2820,1,0,0,0,0,0,0,0,0,1,95,87,0,Divorced,0,1,-1.1251931770663761,1.3775515329986838
28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,43,2717,0,0,1,0,0,0,0,1,0,0,188,185,0,Single,0,1,-1.2057326230872853,1.3816441726859983
69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,50,2381,0,1,0,0,0,0,0,0,0,1,1556,1526,0,Married,1,0,1.8109711586927326,-0.7827790193219457
65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,62,2175,0,0,0,1,0,0,0,0,0,1,909,855,0,Together,1,0,0.8883480974525162,-0.7641556815947176
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0,Married,1,0,0.657725718094731,-0.7585313252006082
32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,60,2293,0,0,1,0,0,1,0,0,0,0,63,33,1,Single,0,1,-1.2423170263003007,1.3807430973249664
83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,47,2596,0,0,1,0,0,0,0,1,0,0,1508,1429,0,Single,0,2,2.311162503503995,1.2917375319684985
46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,58,2270,1,0,0,0,0,0,0,1,0,0,15,14,0,Divorced,0,1,-0.8269800507711386,1.36676045062657
84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,68,2549,0,0,1,0,0,0,0,1,0,0,1212,1049,0,Single,0,2,1.9677718245410099,1.2977580590336861
56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,58,2696,0,1,0,0,0,0,0,1,0,0,345,297,0,Married,1,3,-0.12693496323778564,-0.7412198089180625
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,70,2798,1,0,0,0,0,0,0,0,1,0,1408,1339,0,Divorced,0,2,1.4765587501919293,1.316592938550586
73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,49,2394,0,1,0,0,0,0,0,1,0,0,1106,1033,1,Married,1,0,1.4122805792005806,-0.7775437938869727
63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,60,2791,0,0,0,1,0,0,0,1,0,0,846,687,0,Together,1,0,0.738447090317026,-0.7604347734118103
76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,72,2206,0,0,0,1,0,0,0,0,0,1,1322,1296,0,Together,1,0,1.762979824836253,-0.7851167122448725
62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,61,2705,1,0,0,0,0,0,0,0,0,1,1282,1257,0,Divorced,0,2,1.311901373855834,1.3197427645724267
45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,56,2577,0,0,1,0,0,0,0,1,0,0,342,198,1,Single,0,1,-0.42951317281540796,1.35953415420911
77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,73,2635,0,0,0,1,0,0,0,0,1,0,2105,1958,2,Together,1,0,2.7817658256443054,-0.8045495604715628
46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,49,2474,0,1,0,0,0,0,0,0,0,1,224,213,0,Married,1,3,-0.6087270627878134,-0.7279157436523077
105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,50,2683,0,0,0,1,0,0,0,1,0,0,1517,1310,2,Together,1,0,3.006761585171225,-0.8213991614981129
55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,50,2357,1,0,0,0,0,0,0,0,1,0,216,197,0,Divorced,0,1,-0.2647020756431568,1.3522205572749983
78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,43,2196,0,1,0,0,0,0,0,0,1,0,1042,992,0,Married,1,0,1.5047663248874747,-0.7815372277735836
66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,62,2445,0,0,0,1,0,0,0,1,0,0,453,307,0,Together,1,0,0.3725327319154119,-0.7552997703626448
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,60,2291,0,0,1,0,0,0,0,0,1,0,1970,1932,1,Single,0,2,3.390220130525546,1.2650929152078527
29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,35,2830,0,0,0,1,0,0,0,1,0,0,42,36,0,Together,1,3,-1.4271780391761837,-0.7049266142276303
67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,46,2845,0,1,0,0,0,0,0,1,0,0,1163,1152,0,Married,1,0,1.2691944128544757,-0.7720588914740449
50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,70,2236,0,0,0,1,0,0,0,0,0,1,58,49,0,Together,1,3,-0.6719186685293539,-0.7286484589317965
49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,65,2854,1,0,0,0,0,0,0,1,0,0,348,331,0,Divorced,0,1,-0.301585020823726,1.3555703697657426
61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,67,2335,0,0,0,1,0,0,0,1,0,0,150,135,0,Together,1,3,-0.19369684124990383,-0.7423177400246338
26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,62,2804,0,0,0,1,0,1,0,0,0,0,185,160,0,Together,1,3,-1.3397648159223117,-0.7053427222093571
73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,73,2461,0,0,0,1,0,0,0,0,0,1,1024,953,0,Together,1,0,1.2893229256266656,-0.7749921330960822
46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,54,2410,0,0,1,0,0,0,0,0,0,1,147,71,1,Single,0,1,-0.6422230547091419,1.3630713120927798
56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,57,2728,0,0,0,1,0,0,0,1,0,0,592,587,0,Together,1,3,0.18081531507158213,-0.7469171233430854
19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,35,2386,0,1,0,0,0,0,0,1,0,0,16,10,0,Married,1,3,-1.771004479979916,-0.6944362955544187
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,45,2345,0,0,0,0,1,0,0,1,0,0,913,762,0,Widow,0,2,0.7009853770129646,1.3330547356597902
25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,40,2819,0,1,0,0,0,0,1,0,0,0,63,52,0,Married,1,3,-1.5085038417262493,-0.7019972550315857
14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,64,2703,0,0,0,1,0,0,0,0,1,0,24,22,0,Together,1,3,-1.9431669765309925,-0.6888366455015899
18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,61,2707,0,1,0,0,0,0,0,1,0,0,41,22,0,Married,1,3,-1.7844122842642363,-0.6935978956740875
45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,46,2568,0,0,0,1,0,0,0,0,0,1,17,14,0,Together,1,3,-0.9122684150419174,-0.7216919572791615
21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,33,2436,0,0,1,0,0,0,1,0,0,0,44,29,0,Single,0,1,-1.6471664319387267,1.3932869382315556
29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,52,2575,0,1,0,0,0,0,0,0,0,1,32,30,0,Married,1,3,-1.4366661268525174,-0.7047903221166657
54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,49,2393,0,1,0,0,0,1,0,0,0,0,180,162,0,Married,1,3,-0.3818469030262239,-0.7358472713488201
59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,56,2494,0,1,0,0,0,0,0,0,0,1,1038,1028,0,Married,1,0,0.8363726320382915,-0.7603760639545667
59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,58,2392,0,0,1,0,0,0,0,0,1,0,491,408,0,Single,0,1,0.21074920037922076,1.3416594102825607
66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,50,2814,0,0,0,0,1,0,0,1,0,0,888,747,0,Widow,0,2,0.9572979757641106,1.3245020450144869
77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,40,2354,0,1,0,0,0,0,0,1,0,0,611,552,0,Married,1,0,0.9256630572297242,-0.7702587998102163
52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,45,2734,0,0,1,0,0,0,0,0,0,1,952,914,0,Single,0,2,0.5537710168387667,1.3383736797990171
26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,46,2197,0,1,0,0,0,0,0,1,0,0,10,9,0,Married,1,3,-1.547139481364471,-0.7016449322189423
81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,57,2766,0,1,0,0,0,0,0,0,0,1,1205,1169,1,Married,1,0,1.794778756721505,-0.7880575112085787
70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,41,2337,0,0,1,0,0,0,0,1,0,0,485,394,0,Single,0,2,0.5824767234238034,1.3297548823360517
36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,35,2537,0,1,0,0,0,1,0,0,0,0,154,136,1,Married,1,3,-1.0479965531520161,-0.7151204525584858
65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,40,2347,0,0,1,0,0,0,0,0,0,1,658,652,0,Single,0,2,0.6239272234217672,1.3312935871129647
68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,57,2413,1,0,0,0,0,0,0,1,0,0,774,620,0,Divorced,0,2,0.8638140463093675,1.3255895517924334
68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,53,2827,1,0,0,0,0,0,0,1,0,0,1959,1844,0,Divorced,0,2,2.349825880101933,1.2979527322796471
41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,38,2498,0,0,0,1,0,1,0,0,0,0,422,377,0,Together,1,3,-0.5494366567092606,-0.7265310192567361
38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,65,2407,0,0,0,1,0,0,0,1,0,0,216,175,0,Together,1,3,-0.8756051532237852,-0.719572125302072
65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,53,2351,0,0,0,1,0,0,0,1,0,0,1092,1038,0,Together,1,0,1.124413984498786,-0.7686326333893351
66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,44,2638,1,0,0,0,0,0,0,0,0,1,611,533,0,Divorced,0,2,0.6062117123155275,1.331080539288626
86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,48,2814,0,0,1,0,0,0,0,0,0,1,2074,2034,0,Single,0,2,3.1112433892139775,1.2756691636023358
77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,31,2203,0,0,0,1,0,0,0,0,0,1,1320,1294,2,Together,1,0,1.8187981642353837,-0.7869224257677078
69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,51,2431,0,0,0,1,0,0,0,0,0,1,977,910,0,Together,1,0,1.1087364165133946,-0.7700326431013746
50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,60,2792,1,0,0,0,0,0,0,0,0,1,489,485,1,Divorced,0,1,-0.08696919204169708,1.351081491383311
61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,50,2467,0,0,1,0,0,0,0,1,0,0,858,759,0,Single,0,2,0.7314329691388457,1.3311800719282316
42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,62,2511,0,0,0,1,0,0,0,0,1,0,190,110,0,Together,1,3,-0.7925618876640006,-0.722638546177269
13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,68,2398,0,0,0,1,0,0,1,0,0,0,19,9,0,Together,1,3,-2.003261176912691,-0.687010661761591
47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,71,2555,0,0,0,0,1,0,0,0,1,0,90,59,0,Widow,0,1,-0.684093248400409,1.3634603453643697
61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,59,2497,0,1,0,0,0,0,0,0,1,0,120,114,0,Married,1,3,-0.20872527257933257,-0.7423355654891554
34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,25,2254,0,0,1,0,0,0,0,1,0,0,19,15,0,Single,0,1,-1.2076068664962103,1.3789145996622199
26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,71,2606,0,0,1,0,0,0,0,0,0,1,55,53,0,Single,0,1,-1.4470757625425756,1.387113898459163
45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,59,2397,0,0,1,0,0,0,0,1,0,0,607,578,0,Single,0,1,-0.10088264588713185,1.3534707780050315
78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,60,2240,0,0,0,1,0,0,0,1,0,0,970,936,1,Together,1,0,1.4075018079099892,-0.779636507063059
78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,47,2444,1,0,0,0,0,0,0,1,0,0,700,666,0,Divorced,0,2,1.1409987884257087,1.315565320425648
71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,42,2268,0,1,0,0,0,0,0,1,0,0,591,568,0,Married,1,0,0.6983460208663829,-0.7633696233403299
71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,42,2297,1,0,0,0,0,0,0,1,0,0,1211,969,1,Divorced,0,2,1.5032218651909772,1.3124949631905012
90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,32,2220,0,0,1,0,0,0,0,0,1,0,1605,1589,3,Single,0,2,2.647462425534675,1.2826579946698247
41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,52,2344,1,0,0,0,0,0,0,0,1,0,182,177,0,Divorced,0,1,-0.7835438084687358,1.3681370700499613
71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,34,2694,0,1,0,0,0,0,0,1,0,0,1350,1257,2,Married,1,0,1.654408669968486,-0.7812065569626409
35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,50,2161,1,0,0,0,0,0,0,0,0,1,39,21,0,Divorced,0,1,-1.1535539396835903,1.377528030595131
43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,69,2604,1,0,0,0,0,0,0,1,0,0,607,577,0,Divorced,0,1,-0.19500184351797936,1.3564598620973563
66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,72,2379,0,0,0,1,0,0,0,0,0,1,757,566,1,Together,1,0,0.7308027342468149,-0.7616608141273135
35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,49,2694,0,1,0,0,0,0,0,0,1,0,41,23,1,Married,1,3,-1.220722734486752,-0.7114998275717455
25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,34,2511,0,1,0,0,0,0,0,1,0,0,12,6,0,Married,1,3,-1.5959151201780757,-0.7000628842693067
55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,55,2775,0,0,1,0,0,0,0,0,1,0,837,771,0,Single,0,2,0.5017517463173817,1.338127827874897
33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,45,2653,0,0,1,0,0,0,0,1,0,0,70,28,0,Single,0,1,-1.1984174275574169,1.3794644368197517
58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,67,2570,0,0,0,1,0,0,0,1,0,0,547,498,0,Together,1,3,0.1985288813757765,-0.7482223382992982
50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,38,2485,0,0,0,1,0,0,0,1,0,0,229,225,0,Together,1,3,-0.47232554344060396,-0.7321651330203736
76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,45,2728,0,1,0,0,0,0,0,0,0,1,1364,1217,0,Married,1,0,1.831233072914017,-0.7865911845391483
87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,60,2803,1,0,0,0,0,1,0,0,0,0,1072,992,1,Divorced,0,2,1.8881007301329862,1.2979777992360935
25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,42,2662,0,0,0,1,0,0,0,1,0,0,43,38,0,Together,1,3,-1.5371209955503655,-0.7014184878405192
